warehouse_code,region_code,id,delivery_date,product_id,sku,name,supplier_id,price,quantity
BAQ,BAQ,9885850,12/1/2022,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,7000,14
BAQ,BAQ,9951957,12/5/2022,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,6500,14
BAQ,BAQ,9978997,12/8/2022,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,6500,14
BAQ,BAQ,10534542,1/15/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,1307,5000,5
BAQ,BAQ,10561916,1/19/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,7300,10
BAQ,BAQ,10632749,1/25/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,4107,8000,2
BAQ,BAQ,10700386,1/30/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,7300,8
BAQ,BAQ,10791773,2/6/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,997,7300,4
BAQ,BAQ,11269199,3/15/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,778,12000,15
BAQ,BAQ,11482595,4/5/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,778,13000,12
BAQ,BAQ,11680650,4/28/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,778,13333,10
BAQ,BAQ,12080201,6/8/2023,660,BAQ-FRU1-CAT1-111:277:659:660,Granadilla Estándar - Kg,383,12000,1
BAQ,BAQ,8587125,9/14/2022,676,BAQ-FRU1-CAT1-123:280:665:676,Kiwi Estándar - Kg,63,20000,1
BAQ,BAQ,12431251,7/14/2023,676,BAQ-FRU1-CAT1-123:280:665:676,Kiwi Estándar - Kg,383,12000,3
BAQ,BAQ,12724765,8/16/2023,676,BAQ-FRU1-CAT1-123:280:665:676,Kiwi Estándar - Kg,778,18000,12.8
BAQ,BAQ,7741516,7/27/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,1500,200
BAQ,BAQ,7868430,8/3/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,1500,200
BAQ,BAQ,8163081,8/18/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),2093,1500,200
BAQ,BAQ,8621764,9/13/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,3270,52
BAQ,BAQ,8624630,9/16/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,3400,150
BAQ,BAQ,9179956,10/17/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5115,5500,350
BAQ,BAQ,9278527,10/27/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5295,6100,300
BAQ,BAQ,9862051,11/27/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5147,3504,612
BAQ,BAQ,9975130,12/5/2022,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),383,3800,80
BAQ,BAQ,10536011,1/16/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,4200,100
BAQ,BAQ,10547064,1/17/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,4200,70
BAQ,BAQ,10699263,2/1/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5559,2800,300
BAQ,BAQ,10745126,2/1/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,3000,20
BAQ,BAQ,10784256,2/5/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5559,2800,68.5
BAQ,BAQ,10815893,2/8/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5559,2800,140
BAQ,BAQ,10888730,2/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5115,2700,160
BAQ,BAQ,11024325,2/24/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,4000,80
BAQ,BAQ,11081431,3/1/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,4000,120
BAQ,BAQ,11108713,3/3/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,6500,100
BAQ,BAQ,11153412,3/6/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,4000,140
BAQ,BAQ,11164669,3/8/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,4000,120
BAQ,BAQ,11196682,3/8/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,6500,136
BAQ,BAQ,11189768,3/8/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,4500,20
BAQ,BAQ,11193371,3/10/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,6500,120
BAQ,BAQ,11233598,3/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,5800,260
BAQ,BAQ,11246096,3/15/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,5800,240
BAQ,BAQ,11269202,3/15/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,6400,20
BAQ,BAQ,11270417,3/17/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5369,6500,40
BAQ,BAQ,11338159,3/22/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,6400,20
BAQ,BAQ,11375622,3/27/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5800,140
BAQ,BAQ,11386897,3/29/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5800,160
BAQ,BAQ,11411822,3/30/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5650,160
BAQ,BAQ,11449827,4/3/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5600,40
BAQ,BAQ,11459354,4/5/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5600,20
BAQ,BAQ,11508541,4/12/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5650,120
BAQ,BAQ,11541725,4/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),383,5800,20
BAQ,BAQ,11533782,4/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5600,140
BAQ,BAQ,11560280,4/14/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5600,19
BAQ,BAQ,11555365,4/14/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5600,120
BAQ,BAQ,11578744,4/19/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,5700,200
BAQ,BAQ,11628418,4/24/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4107,4500,150
BAQ,BAQ,11680668,4/28/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,4200,20
BAQ,BAQ,11691379,5/1/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),383,4300,116
BAQ,BAQ,11721362,5/3/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,4200,25
BAQ,BAQ,11703784,5/3/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,4000,104
BAQ,BAQ,11725371,5/4/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3700,77
BAQ,BAQ,11762226,5/8/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3700,144
BAQ,BAQ,11772314,5/10/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,3500,150
BAQ,BAQ,11835162,5/15/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,29
BAQ,BAQ,11860079,5/17/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,2777,30
BAQ,BAQ,11839876,5/17/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,3500,150
BAQ,BAQ,11890658,5/22/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,20
BAQ,BAQ,11907178,5/24/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,3500,150
BAQ,BAQ,11926040,5/24/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,2900,30
BAQ,BAQ,11966357,5/28/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,23
BAQ,BAQ,11997184,5/31/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,4042,30
BAQ,BAQ,11974852,5/31/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,3200,150
BAQ,BAQ,11997237,6/2/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4854,2900,2
BAQ,BAQ,12032601,6/5/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),4854,2900,141
BAQ,BAQ,12041472,6/6/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,1
BAQ,BAQ,12067295,6/7/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,100
BAQ,BAQ,12054767,6/7/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,100
BAQ,BAQ,12067383,6/9/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,50
BAQ,BAQ,12112330,6/12/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,2800,84
BAQ,BAQ,12112315,6/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,1
BAQ,BAQ,12127110,6/14/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,100
BAQ,BAQ,12187423,6/19/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,1
BAQ,BAQ,12202612,6/21/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,100
BAQ,BAQ,12200436,6/21/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3500,1
BAQ,BAQ,12246421,6/25/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,152
BAQ,BAQ,12252565,6/28/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,50
BAQ,BAQ,12296869,6/30/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,2800,50
BAQ,BAQ,12339951,7/5/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),778,2800,30
BAQ,BAQ,12320909,7/5/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,47
BAQ,BAQ,12344570,7/7/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,50
BAQ,BAQ,12378015,7/9/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2800,100
BAQ,BAQ,12385900,7/12/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2700,50
BAQ,BAQ,12407553,7/14/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2700,50
BAQ,BAQ,12440431,7/16/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2500,100
BAQ,BAQ,12447795,7/19/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),1284,2500,50
BAQ,BAQ,12537808,7/26/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3700,50
BAQ,BAQ,12553192,7/28/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5879,3700,50
BAQ,BAQ,12696663,8/13/2023,116,BAQ-FRU1-CAT1-14:49:115:116,Limón Pajarito Estándar - Kg - 🤑 (Insuperable),5880,2706,50
BAQ,BAQ,8167043,8/19/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4107,3200,25
BAQ,BAQ,8162702,8/19/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3000,60
BAQ,BAQ,9278148,10/21/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,2500,500
BAQ,BAQ,9435565,11/3/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,61,2150,100
BAQ,BAQ,9862038,11/27/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5147,1568,956
BAQ,BAQ,9919254,12/1/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,1800,500
BAQ,BAQ,10036824,12/9/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,1800,600
BAQ,BAQ,10172752,12/16/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,1900,500
BAQ,BAQ,10153808,12/16/2022,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,1900,170
BAQ,BAQ,10422798,1/6/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3200,25
BAQ,BAQ,10699271,2/1/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5559,1900,800
BAQ,BAQ,10784262,2/5/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5559,2100,778
BAQ,BAQ,10815897,2/8/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5559,2100,400
BAQ,BAQ,10888749,2/13/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5115,2200,300
BAQ,BAQ,11019479,2/22/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,5484,3075,500
BAQ,BAQ,11112129,3/1/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3000,25
BAQ,BAQ,11269208,3/15/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3000,25
BAQ,BAQ,11260079,3/16/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2300,800
BAQ,BAQ,11464544,4/4/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2800,200
BAQ,BAQ,11478507,4/5/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3000,600
BAQ,BAQ,11482685,4/5/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3200,20
BAQ,BAQ,11508554,4/10/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,3000,100
BAQ,BAQ,11530171,4/12/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3200,20
BAQ,BAQ,11527183,4/12/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3000,400
BAQ,BAQ,11558044,4/14/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3000,100
BAQ,BAQ,11555437,4/14/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3800,25
BAQ,BAQ,11615715,4/21/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3500,25
BAQ,BAQ,11654501,4/26/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3556,25
BAQ,BAQ,11774124,5/8/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3200,100
BAQ,BAQ,11792118,5/10/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3728,25
BAQ,BAQ,11807888,5/11/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3500,250
BAQ,BAQ,11816204,5/12/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4000,25
BAQ,BAQ,11860082,5/17/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4000,25
BAQ,BAQ,11904977,5/22/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3500,250
BAQ,BAQ,11905878,5/22/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,3500,200
BAQ,BAQ,11926044,5/24/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,2080,25
BAQ,BAQ,12018107,6/2/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4300,25
BAQ,BAQ,12081458,6/8/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,4700,5000,300
BAQ,BAQ,12087486,6/9/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,5500,25
BAQ,BAQ,12133289,6/14/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,5100,25
BAQ,BAQ,12158601,6/16/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,5200,25
BAQ,BAQ,12230806,6/23/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,1,25
BAQ,BAQ,12276749,6/28/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4800,25
BAQ,BAQ,12404209,7/12/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,5000,25
BAQ,BAQ,12467230,7/19/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4800,25
BAQ,BAQ,12621423,8/4/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,3600,300
BAQ,BAQ,12634313,8/6/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2900,500
BAQ,BAQ,12680748,8/11/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,3000,25
BAQ,BAQ,12698425,8/13/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2300,800
BAQ,BAQ,12753069,8/18/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2900,800
BAQ,BAQ,12741531,8/18/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,778,4000,25
BAQ,BAQ,12819600,8/27/2023,652,BAQ-FRU1-CAT1-157:273:651:652,Tomate de Árbol Maduración Mixta Estándar - Desde 1Kg,383,2065,800
BAQ,BAQ,7854319,7/31/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4691,1500,200
BAQ,BAQ,7968502,8/7/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4691,2000,100
BAQ,BAQ,8160965,8/20/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4854,2500,200
BAQ,BAQ,8267664,8/24/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4691,2800,70
BAQ,BAQ,8423062,9/2/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4691,2800,100
BAQ,BAQ,8477831,9/7/2022,118,BAQ-FRU1-CAT1-15:50:117:118,Limón Tahití Estándar - Kg,4691,3500,210
